cod_manzana,municipio,min_salud,min_educacion,min_via,min_puerto,score_tiempo_salud,score_tiempo_educ,score_tiempo_puerto
0565920010400800010112,San Juan de Urabá,4.7,4.7,172.2,256.7,1.0,1.0,0.15
0565920010400800010103,San Juan de Urabá,3.6,3.6,123.2,183.6,1.0,1.0,0.15
0504520020301700010102,Apartadó,19.7,3.2,0.5,30.9,0.65,1.0,0.4
0514720010401500010103,Carepa,13.3,1.0,6.6,12.6,0.85,1.0,0.85
0566520040701400010104,San Pedro de Urabá,47.7,1.8,106.8,193.2,0.4,1.0,0.15
0583720050403300010101,Turbo,22.4,8.9,51.1,130.8,0.65,0.85,0.15
0504510000000000100312,Apartadó,3.1,0.6,2.0,56.5,1.0,1.0,0.4
0583720090104100010101,Turbo,4.8,4.9,5.3,80.9,1.0,1.0,0.15
0504510000000000050313,Apartadó,1.3,0.9,0.7,52.8,1.0,1.0,0.4
0583710000000000020817,Turbo,4.0,3.0,4.2,129.3,1.0,1.0,0.15
0583710000000000030824,Turbo,5.3,2.2,6.1,118.5,0.85,1.0,0.15
0504510000000000100207,Apartadó,5.8,3.2,4.4,59.1,0.85,1.0,0.4
0504510000000000020301,Apartadó,0.4,0.9,0.1,47.2,1.0,1.0,0.4
0504510000000000100104,Apartadó,4.8,2.0,3.2,57.9,1.0,1.0,0.4
0504510000000000050312,Apartadó,1.4,0.8,0.7,52.9,1.0,1.0,0.4
0583710000000000020604,Turbo,0.7,1.3,0.9,125.9,1.0,1.0,0.15
0504510000000000070622,Apartadó,0.8,0.9,0.7,52.1,1.0,1.0,0.4
0583710000000000040734,Turbo,1.7,0.7,2.6,74.1,1.0,1.0,0.15
0504510000000000060515,Apartadó,0.4,0.4,0.4,52.5,1.0,1.0,0.4
0504510000000000060621,Apartadó,1.0,1.0,0.6,52.8,1.0,1.0,0.4
0504510000000000100406,Apartadó,6.0,3.5,4.9,59.5,0.85,1.0,0.4
0504510000000000040304,Apartadó,0.9,0.3,0.5,53.9,1.0,1.0,0.4
0504510000000000030312,Apartadó,0.4,0.8,0.3,50.7,1.0,1.0,0.4
0583710000000000040158,Turbo,0.7,0.2,0.7,75.1,1.0,1.0,0.15
0504510000000000060424,Apartadó,0.8,0.4,0.8,52.8,1.0,1.0,0.4
0583710000000000010439,Turbo,2.8,2.0,2.9,128.1,1.0,1.0,0.15
0583710000000000030714,Turbo,3.8,0.8,5.9,119.6,1.0,1.0,0.15
0504510000000000020307,Apartadó,1.3,0.5,0.6,48.3,1.0,1.0,0.4
0583710000000000050516,Turbo,5.7,2.2,2.5,126.0,0.85,1.0,0.15
0504510000000000010123,Apartadó,2.0,1.5,3.0,48.0,1.0,1.0,0.4
0504510000000000080412,Apartadó,0.6,0.7,3.3,49.5,1.0,1.0,0.4
0504510000000000090331,Apartadó,2.8,0.3,1.7,56.2,1.0,1.0,0.4
0504510000000000080608,Apartadó,2.2,1.4,2.9,51.1,1.0,1.0,0.4
0583710000000000040153,Turbo,1.5,0.3,2.5,124.9,1.0,1.0,0.15
0583710000000000030435,Turbo,1.8,0.6,3.4,121.4,1.0,1.0,0.15
0504510000000000100404,Apartadó,6.3,3.8,5.2,59.8,0.85,1.0,0.4
0583710000000000040502,Turbo,2.1,1.2,2.2,125.9,1.0,1.0,0.15
0504510000000000100504,Apartadó,5.8,3.5,4.9,59.3,0.85,1.0,0.4
0583710000000000010722,Turbo,2.5,1.0,2.5,126.8,1.0,1.0,0.15
0504510000000000020320,Apartadó,0.6,0.7,0.0,47.3,1.0,1.0,0.4
0504510000000000020561,Apartadó,0.4,0.8,0.4,47.0,1.0,1.0,0.4
0504510000000000080318,Apartadó,1.5,0.4,2.9,50.6,1.0,1.0,0.4
0583710000000000030719,Turbo,4.2,1.9,4.8,120.0,1.0,1.0,0.15
0504510000000000060418,Apartadó,0.2,0.2,0.8,52.1,1.0,1.0,0.4
0583710000000000020113,Turbo,2.0,1.3,2.1,127.5,1.0,1.0,0.15
0583710000000000030406,Turbo,1.0,0.6,2.5,122.3,1.0,1.0,0.15
0583710000000000040169,Turbo,1.2,0.3,2.2,124.9,1.0,1.0,0.15
0504510000000000040402,Apartadó,0.2,0.2,0.3,53.0,1.0,1.0,0.4
0583710000000000030704,Turbo,2.3,0.7,3.3,71.9,1.0,1.0,0.15
0504510000000000080421,Apartadó,0.5,1.3,3.7,48.8,1.0,1.0,0.4
0504510000000000060208,Apartadó,0.4,0.6,1.1,51.7,1.0,1.0,0.4
0504510000000000020520,Apartadó,0.2,0.3,0.7,28.3,1.0,1.0,0.65
0504510000000000010221,Apartadó,0.4,0.3,0.2,29.6,1.0,1.0,0.65
0504510000000000040319,Apartadó,0.3,0.1,0.3,53.1,1.0,1.0,0.4
0583710000000000010506,Turbo,0.7,0.4,2.5,123.0,1.0,1.0,0.15
0583710000000000030303,Turbo,0.6,0.2,1.8,73.2,1.0,1.0,0.15
0504510000000000070425,Apartadó,0.3,1.2,0.7,49.8,1.0,1.0,0.4
0583710000000000020127,Turbo,2.3,1.4,3.0,128.4,1.0,1.0,0.15
0504510000000000070317,Apartadó,1.6,0.7,1.1,50.3,1.0,1.0,0.4
0583710000000000010715,Turbo,2.4,0.4,2.4,76.5,1.0,1.0,0.15
0583710000000000030207,Turbo,1.9,1.1,4.2,121.1,1.0,1.0,0.15
0504510000000000050403,Apartadó,2.9,0.6,0.8,54.9,1.0,1.0,0.4
0583710000000000050126,Turbo,4.4,0.7,3.6,126.6,1.0,1.0,0.15
0504510000000000060503,Apartadó,1.4,1.0,1.4,53.5,1.0,1.0,0.4
0504510000000000040630,Apartadó,0.6,0.9,0.8,32.6,1.0,1.0,0.4
0583710000000000030101,Turbo,0.9,0.7,0.9,124.8,1.0,1.0,0.15
0504510000000000050508,Apartadó,2.7,0.5,0.6,54.1,1.0,1.0,0.4
0583720090104100010120,Turbo,4.5,4.7,5.1,80.6,1.0,1.0,0.15
0504510000000000020223,Apartadó,1.2,0.5,0.6,29.6,1.0,1.0,0.65
0583710000000000020412,Turbo,0.4,0.8,1.5,127.1,1.0,1.0,0.15
0504510000000000100107,Apartadó,5.2,2.4,3.6,58.3,0.85,1.0,0.4
0583710000000000020120,Turbo,1.7,0.8,2.2,127.6,1.0,1.0,0.15
0504510000000000080501,Apartadó,2.0,1.1,3.3,51.1,1.0,1.0,0.4
0583710000000000010308,Turbo,0.2,0.4,1.3,74.0,1.0,1.0,0.15
0504510000000000080305,Apartadó,2.2,1.1,2.0,51.0,1.0,1.0,0.4
0504510000000000080317,Apartadó,1.6,0.5,2.6,50.5,1.0,1.0,0.4
0504510000000000090113,Apartadó,3.1,0.3,0.9,55.6,1.0,1.0,0.4
0504510000000000020114,Apartadó,0.5,0.4,1.0,47.3,1.0,1.0,0.4
0583710000000000020702,Turbo,0.1,1.3,1.3,127.2,1.0,1.0,0.15
0504510000000000050224,Apartadó,2.4,0.3,0.2,53.8,1.0,1.0,0.4
0504510000000000040631,Apartadó,0.4,0.6,0.7,22.7,1.0,1.0,0.65
0583710000000000040411,Turbo,1.3,0.6,0.9,126.6,1.0,1.0,0.15
0504510000000000090304,Apartadó,3.3,0.5,1.8,56.5,1.0,1.0,0.4
0504510000000000040713,Apartadó,1.9,0.6,0.5,54.8,1.0,1.0,0.4
0583720090104100010117,Turbo,8.5,8.7,9.5,135.4,0.85,0.85,0.15
0583710000000000040404,Turbo,0.9,0.3,0.4,125.6,1.0,1.0,0.15
0583720090104100010213,Turbo,6.1,6.4,6.9,132.6,0.85,0.85,0.15
0504510000000000100313,Apartadó,3.0,0.5,1.9,56.4,1.0,1.0,0.4
0504510000000000100321,Apartadó,4.0,1.6,3.0,57.5,1.0,1.0,0.4
0583710000000000020110,Turbo,0.6,0.3,1.0,76.2,1.0,1.0,0.15
0583710000000000050116,Turbo,5.1,1.0,4.4,127.7,0.85,1.0,0.15
0504510000000000090223,Apartadó,3.2,0.4,1.3,56.1,1.0,1.0,0.4
0504510000000000080510,Apartadó,0.6,0.1,2.0,30.1,1.0,1.0,0.4
0504510000000000070307,Apartadó,0.9,0.8,1.4,51.0,1.0,1.0,0.4
0504510000000000080519,Apartadó,0.2,1.1,3.3,49.0,1.0,1.0,0.4
0504510000000000100611,Apartadó,3.3,1.9,2.7,35.4,1.0,1.0,0.4
0583710000000000030416,Turbo,0.8,0.3,2.1,72.8,1.0,1.0,0.15
0504510000000000070301,Apartadó,1.0,1.0,1.1,51.0,1.0,1.0,0.4
0583710000000000030112,Turbo,0.4,0.3,1.1,73.8,1.0,1.0,0.15
0583710000000000010409,Turbo,2.6,1.8,2.7,127.9,1.0,1.0,0.15
0504510000000000100331,Apartadó,3.7,1.3,2.7,57.1,1.0,1.0,0.4
0583710000000000020815,Turbo,2.5,1.9,2.7,77.8,1.0,1.0,0.15
0583710000000000040535,Turbo,1.0,0.3,0.8,75.5,1.0,1.0,0.15
0583710000000000030605,Turbo,1.5,0.7,2.6,72.9,1.0,1.0,0.15
0504510000000000050302,Apartadó,1.4,0.5,0.4,53.4,1.0,1.0,0.4
0583710000000000040551,Turbo,1.1,0.1,0.6,75.8,1.0,1.0,0.15
0583710000000000010304,Turbo,0.7,0.3,0.9,74.4,1.0,1.0,0.15
0504510000000000040213,Apartadó,1.4,0.5,0.3,54.4,1.0,1.0,0.4
0504510000000000090417,Apartadó,1.2,1.0,1.0,54.7,1.0,1.0,0.4
0514720011200300010106,Carepa,44.0,0.2,44.6,78.9,0.4,1.0,0.15
0514720011200300010112,Carepa,44.5,0.4,45.1,79.6,0.4,1.0,0.15
0514720010400500010122,Carepa,22.3,11.3,5.3,14.4,0.65,0.85,0.85
0514720010800600010102,Carepa,17.7,3.1,0.2,31.2,0.65,1.0,0.4
0514720010400800010106,Carepa,23.5,7.2,8.3,18.5,0.65,0.85,0.65
0514720011500900010106,Carepa,56.7,5.2,57.1,93.6,0.4,0.85,0.15
0514720010601400010106,Carepa,19.4,19.4,0.9,5.8,0.65,0.65,0.85
0565920020600700010103,San Juan de Urabá,19.1,19.1,160.1,245.4,0.65,0.65,0.15
0504520020301700010105,Apartadó,18.4,3.9,0.9,30.5,0.65,1.0,0.4
0583710000000000010719,Turbo,3.0,0.9,3.0,127.3,1.0,1.0,0.15
0504510000000000020216,Apartadó,0.9,0.3,0.4,48.3,1.0,1.0,0.4
0583710000000000040418,Turbo,1.5,0.5,0.6,126.1,1.0,1.0,0.15
0583710000000000030445,Turbo,2.0,1.1,3.7,121.3,1.0,1.0,0.15
0504510000000000020604,Apartadó,0.5,0.1,1.4,46.5,1.0,1.0,0.4
0504510000000000100213,Apartadó,5.3,2.7,4.1,58.7,0.85,1.0,0.4
0583710000000000010444,Turbo,3.5,2.6,3.7,128.8,1.0,1.0,0.15
0504510000000000030110,Apartadó,1.4,0.4,1.0,48.0,1.0,1.0,0.4
0504510000000000100134,Apartadó,5.3,2.6,3.7,58.5,0.85,1.0,0.4
0504510000000000080202,Apartadó,1.5,0.7,2.5,50.1,1.0,1.0,0.4
0504510000000000040130,Apartadó,2.5,0.5,0.4,54.3,1.0,1.0,0.4
0504510000000000080201,Apartadó,1.5,0.6,2.5,50.3,1.0,1.0,0.4
0504510000000000010711,Apartadó,3.4,1.9,1.5,26.7,1.0,1.0,0.65
0504520030201800010103,Apartadó,6.0,0.2,6.4,55.8,0.85,1.0,0.4
0504510000000000070621,Apartadó,0.2,0.9,0.4,51.5,1.0,1.0,0.4
0504510000000000040412,Apartadó,1.1,0.7,0.6,52.3,1.0,1.0,0.4
0583710000000000050217,Turbo,6.5,2.8,2.9,126.5,0.85,1.0,0.15
0504510000000000010129,Apartadó,1.7,1.9,3.4,48.0,1.0,1.0,0.4
0504510000000000060219,Apartadó,0.1,0.6,0.7,51.3,1.0,1.0,0.4
0583710000000000030608,Turbo,2.6,1.2,4.6,121.0,1.0,1.0,0.15
0504510000000000090215,Apartadó,1.8,0.0,0.5,33.3,1.0,1.0,0.4
0504510000000000100308,Apartadó,3.3,1.0,2.4,56.8,1.0,1.0,0.4
0583710000000000040714,Turbo,0.9,0.6,1.8,124.9,1.0,1.0,0.15
0504510000000000040632,Apartadó,0.9,1.0,1.4,52.7,1.0,1.0,0.4
0504510000000000050107,Apartadó,1.8,0.5,0.6,53.3,1.0,1.0,0.4
0504510000000000030306,Apartadó,0.2,1.1,0.7,51.3,1.0,1.0,0.4
0504510000000000090310,Apartadó,2.9,0.2,1.5,56.1,1.0,1.0,0.4
0504510000000000010404,Apartadó,1.7,0.7,2.5,47.7,1.0,1.0,0.4
0583710000000000030306,Turbo,0.8,0.1,2.1,72.9,1.0,1.0,0.15
0504510000000000020543,Apartadó,0.1,0.8,0.8,47.1,1.0,1.0,0.4
0504510000000000040138,Apartadó,1.9,0.1,0.5,53.8,1.0,1.0,0.4
0583710000000000040150,Turbo,2.5,0.4,3.5,73.3,1.0,1.0,0.15
0504510000000000090412,Apartadó,1.4,0.9,0.9,54.9,1.0,1.0,0.4
0583710000000000050226,Turbo,6.1,2.3,3.1,126.6,0.85,1.0,0.15
0504510000000000040601,Apartadó,0.3,0.1,0.2,32.0,1.0,1.0,0.4
0504510000000000020624,Apartadó,1.1,0.9,2.3,45.6,1.0,1.0,0.4
0583710000000000040215,Turbo,0.7,0.3,0.9,125.1,1.0,1.0,0.15
0514720010601400010114,Carepa,19.5,19.5,0.7,6.1,0.65,0.65,0.85
0583710000000000040218,Turbo,1.0,0.1,0.7,125.6,1.0,1.0,0.15
0583710000000000030325,Turbo,2.1,0.5,4.3,120.6,1.0,1.0,0.15
0504510000000000010139,Apartadó,0.6,1.1,2.4,28.9,1.0,1.0,0.65
0504510000000000010709,Apartadó,3.0,1.6,1.3,27.0,1.0,1.0,0.65
0504510000000000050401,Apartadó,3.1,0.9,0.8,54.6,1.0,1.0,0.4
0583710000000000010617,Turbo,2.0,1.2,2.0,124.6,1.0,1.0,0.15
0504510000000000020524,Apartadó,0.2,0.3,0.8,46.4,1.0,1.0,0.4
0583710000000000010215,Turbo,0.7,0.1,0.7,74.7,1.0,1.0,0.15
0504510000000000080612,Apartadó,1.9,1.3,2.5,50.6,1.0,1.0,0.4
0583710000000000040125,Turbo,2.4,0.4,3.1,51.6,1.0,1.0,0.4
0583710000000000050121,Turbo,5.1,1.0,3.9,127.2,0.85,1.0,0.15
0504510000000000080616,Apartadó,1.8,1.2,2.6,50.6,1.0,1.0,0.4
0504510000000000050509,Apartadó,2.4,0.5,0.5,53.9,1.0,1.0,0.4
0583710000000000020612,Turbo,1.0,0.8,0.3,125.8,1.0,1.0,0.15
0504510000000000040517,Apartadó,1.5,1.3,1.6,51.7,1.0,1.0,0.4
0504510000000000040507,Apartadó,0.6,0.6,0.9,52.6,1.0,1.0,0.4
0504510000000000020609,Apartadó,0.6,0.2,1.5,46.3,1.0,1.0,0.4
0504510000000000030211,Apartadó,0.4,0.4,0.9,28.3,1.0,1.0,0.65
0504510000000000090205,Apartadó,3.9,1.0,1.8,56.5,1.0,1.0,0.4
0504510000000000090122,Apartadó,2.7,0.3,0.5,55.3,1.0,1.0,0.4
0504510000000000040510,Apartadó,1.0,0.9,1.2,52.0,1.0,1.0,0.4
0504510000000000010509,Apartadó,0.2,0.5,0.2,29.7,1.0,1.0,0.65
0504510000000000060630,Apartadó,1.8,1.6,1.8,53.9,1.0,1.0,0.4
0583710000000000010120,Turbo,2.5,1.5,2.6,127.5,1.0,1.0,0.15
0504510000000000090221,Apartadó,3.0,0.4,1.0,55.8,1.0,1.0,0.4
0583710000000000030621,Turbo,3.4,1.3,5.1,120.4,1.0,1.0,0.15
0504510000000000070219,Apartadó,0.4,0.6,0.5,51.3,1.0,1.0,0.4
0583710000000000030726,Turbo,4.4,1.9,5.0,119.7,1.0,1.0,0.15
0504510000000000010136,Apartadó,1.5,0.5,2.3,27.9,1.0,1.0,0.65
0504510000000000070417,Apartadó,1.4,1.1,0.8,50.4,1.0,1.0,0.4
0504510000000000070204,Apartadó,0.4,0.4,0.4,52.1,1.0,1.0,0.4
0504510000000000050306,Apartadó,1.2,0.6,0.4,53.2,1.0,1.0,0.4
0504510000000000030507,Apartadó,0.9,0.3,0.5,50.3,1.0,1.0,0.4
0504510000000000080620,Apartadó,1.2,1.1,2.4,49.8,1.0,1.0,0.4
0583710000000000030812,Turbo,4.9,1.9,6.0,118.8,1.0,1.0,0.15
0583710000000000010315,Turbo,1.0,0.2,1.3,74.2,1.0,1.0,0.15
0504510000000000020310,Apartadó,1.2,0.3,0.5,29.3,1.0,1.0,0.65
0504510000000000080701,Apartadó,0.9,1.1,1.2,29.5,1.0,1.0,0.65
0583710000000000030627,Turbo,3.5,1.8,4.6,120.7,1.0,1.0,0.15
0504510000000000030220,Apartadó,0.1,0.1,0.6,28.1,1.0,1.0,0.65
0583710000000000020708,Turbo,0.4,0.9,0.8,76.4,1.0,1.0,0.15
0583710000000000020810,Turbo,2.0,1.7,2.8,78.1,1.0,1.0,0.15
0583710000000000040523,Turbo,0.8,0.1,0.5,75.4,1.0,1.0,0.15
0583720090104100010211,Turbo,6.3,6.5,7.0,132.6,0.85,0.85,0.15
0504510000000000060212,Apartadó,0.3,0.9,1.1,51.6,1.0,1.0,0.4
0504510000000000040623,Apartadó,0.4,0.9,1.0,53.4,1.0,1.0,0.4
0504510000000000090220,Apartadó,3.2,0.4,1.1,55.9,1.0,1.0,0.4
0504510000000000030703,Apartadó,1.8,1.2,0.3,49.3,1.0,1.0,0.4
0504510000000000070117,Apartadó,0.3,1.0,0.7,51.8,1.0,1.0,0.4
0504510000000000070435,Apartadó,0.4,1.0,0.2,29.9,1.0,1.0,0.65
0504510000000000100333,Apartadó,4.4,1.9,3.3,57.8,1.0,1.0,0.4
0583710000000000050220,Turbo,5.9,2.0,3.3,126.8,0.85,1.0,0.15
0504510000000000070614,Apartadó,1.0,1.1,0.3,52.4,1.0,1.0,0.4
0583710000000000030102,Turbo,0.8,0.6,1.0,124.7,1.0,1.0,0.15
0583710000000000010134,Turbo,3.6,1.4,3.6,128.0,1.0,1.0,0.15
0583710000000000030823,Turbo,5.0,1.8,6.6,118.4,1.0,1.0,0.15
0583710000000000040120,Turbo,0.4,0.5,0.8,74.9,1.0,1.0,0.15
0504510000000000010315,Apartadó,1.3,0.6,0.7,49.0,1.0,1.0,0.4
0583710000000000010612,Turbo,1.2,0.4,1.2,125.1,1.0,1.0,0.15
0504510000000000060118,Apartadó,0.9,0.3,0.8,50.9,1.0,1.0,0.4
0583710000000000040710,Turbo,1.1,0.3,1.9,74.8,1.0,1.0,0.15
0583710000000000030529,Turbo,0.9,0.9,3.3,122.0,1.0,1.0,0.15
0583710000000000040536,Turbo,1.5,0.4,1.3,125.6,1.0,1.0,0.15
0583710000000000030810,Turbo,5.0,2.2,5.5,119.0,1.0,1.0,0.15
0583710000000000010314,Turbo,0.8,0.0,1.1,74.2,1.0,1.0,0.15
0504510000000000070426,Apartadó,0.3,1.2,0.5,50.1,1.0,1.0,0.4
0504510000000000020220,Apartadó,0.8,0.5,0.5,29.3,1.0,1.0,0.65
0504510000000000040302,Apartadó,0.9,0.0,0.4,53.8,1.0,1.0,0.4
0504510000000000080505,Apartadó,1.5,0.5,3.2,50.6,1.0,1.0,0.4
0583710000000000040716,Turbo,0.9,0.3,2.2,124.5,1.0,1.0,0.15
0583710000000000030319,Turbo,0.6,0.9,3.0,122.4,1.0,1.0,0.15
0504510000000000040622,Apartadó,0.3,0.8,0.9,53.5,1.0,1.0,0.4
0583710000000000010105,Turbo,1.2,0.6,1.2,75.9,1.0,1.0,0.15
0504510000000000040720,Apartadó,2.8,0.4,0.9,55.6,1.0,1.0,0.4
0583710000000000030415,Turbo,0.5,0.1,1.8,73.0,1.0,1.0,0.15
0583710000000000040131,Turbo,2.7,0.5,3.7,73.6,1.0,1.0,0.15
0583710000000000040722,Turbo,1.9,0.8,3.4,123.8,1.0,1.0,0.15
0583710000000000040705,Turbo,3.1,0.8,4.3,124.7,1.0,1.0,0.15
0583710000000000020102,Turbo,1.5,0.9,1.5,126.9,1.0,1.0,0.15
0504510000000000030327,Apartadó,0.4,1.2,0.8,51.6,1.0,1.0,0.4
0504510000000000060521,Apartadó,0.9,0.9,0.9,53.0,1.0,1.0,0.4
0583710000000000040724,Turbo,1.3,0.3,2.2,74.4,1.0,1.0,0.15
0504510000000000050110,Apartadó,1.4,0.9,0.1,52.9,1.0,1.0,0.4
0583710000000000040720,Turbo,1.6,0.6,3.0,124.1,1.0,1.0,0.15
0504510000000000020549,Apartadó,0.7,1.6,0.7,45.0,1.0,1.0,0.4
0504510000000000080113,Apartadó,2.1,0.5,0.8,49.7,1.0,1.0,0.4
0504510000000000020316,Apartadó,1.0,0.2,0.5,47.6,1.0,1.0,0.4
0583710000000000040504,Turbo,1.3,0.6,1.2,54.3,1.0,1.0,0.4
0504510000000000060422,Apartadó,0.4,0.3,0.4,52.3,1.0,1.0,0.4
0583710000000000030701,Turbo,3.2,0.4,5.5,120.0,1.0,1.0,0.15
0583710000000000030103,Turbo,0.4,0.3,0.6,74.7,1.0,1.0,0.15
0504510000000000070124,Apartadó,0.4,0.7,0.1,51.4,1.0,1.0,0.4
0504510000000000010712,Apartadó,3.1,1.7,1.4,26.8,1.0,1.0,0.65
0504510000000000060122,Apartadó,0.7,0.7,0.6,50.5,1.0,1.0,0.4
0583710000000000010605,Turbo,1.8,0.7,1.8,124.4,1.0,1.0,0.15
0504510000000000060632,Apartadó,1.6,1.4,1.6,53.7,1.0,1.0,0.4
0504510000000000070721,Apartadó,1.2,0.6,0.4,32.2,1.0,1.0,0.4
0583710000000000050307,Turbo,6.3,3.0,2.0,125.6,0.85,1.0,0.15
0504510000000000070133,Apartadó,0.8,0.8,0.8,52.5,1.0,1.0,0.4
0583710000000000020706,Turbo,0.4,1.5,0.9,126.9,1.0,1.0,0.15
0504510000000000020221,Apartadó,1.4,1.1,0.7,49.2,1.0,1.0,0.4
0504510000000000040614,Apartadó,0.5,0.3,0.7,53.1,1.0,1.0,0.4
0583710000000000010201,Turbo,1.4,0.7,1.4,125.7,1.0,1.0,0.15
0583710000000000040103,Turbo,0.2,0.3,1.1,74.1,1.0,1.0,0.15
0504510000000000060103,Apartadó,1.3,0.7,1.4,51.3,1.0,1.0,0.4
0504510000000000030227,Apartadó,1.5,0.9,1.7,47.1,1.0,1.0,0.4
0583710000000000010602,Turbo,1.6,0.8,1.6,124.7,1.0,1.0,0.15
0504510000000000030120,Apartadó,0.6,0.6,0.6,29.8,1.0,1.0,0.65
0583710000000000050221,Turbo,6.0,2.0,3.4,126.9,0.85,1.0,0.15
0504510000000000030503,Apartadó,0.5,0.3,0.3,50.9,1.0,1.0,0.4
0504510000000000020527,Apartadó,0.2,0.3,1.1,28.0,1.0,1.0,0.65
0504510000000000100122,Apartadó,4.7,2.1,3.5,58.1,1.0,1.0,0.4
0583710000000000010714,Turbo,3.5,1.0,3.5,127.7,1.0,1.0,0.15
0504510000000000100215,Apartadó,5.6,3.0,4.4,59.0,0.85,1.0,0.4
0583710000000000050127,Turbo,4.1,0.7,3.6,126.4,1.0,1.0,0.15
0504510000000000020501,Apartadó,0.4,0.4,1.5,46.7,1.0,1.0,0.4
0504510000000000040115,Apartadó,1.7,0.4,0.5,54.3,1.0,1.0,0.4
0504510000000000020416,Apartadó,0.4,0.7,0.2,46.3,1.0,1.0,0.4
0504510000000000040633,Apartadó,1.0,1.0,1.4,52.5,1.0,1.0,0.4
0504510000000000090216,Apartadó,3.0,0.2,0.9,55.7,1.0,1.0,0.4
0504510000000000050319,Apartadó,1.1,0.6,0.6,52.8,1.0,1.0,0.4
0504510000000000020319,Apartadó,0.4,0.6,0.1,46.9,1.0,1.0,0.4
0504510000000000060210,Apartadó,0.4,0.9,1.2,51.8,1.0,1.0,0.4
0583710000000000020703,Turbo,0.1,1.2,1.2,127.0,1.0,1.0,0.15
0514720011200300010120,Carepa,44.1,0.2,44.6,79.0,0.4,1.0,0.15
0583710000000000030722,Turbo,4.0,0.9,6.0,119.4,1.0,1.0,0.15
0504510000000000100131,Apartadó,5.0,2.2,3.3,58.1,1.0,1.0,0.4
0504510000000000010132,Apartadó,1.2,0.5,2.1,28.3,1.0,1.0,0.65
0504510000000000050116,Apartadó,1.1,1.0,0.5,52.6,1.0,1.0,0.4
0504510000000000070712,Apartadó,1.6,1.4,0.8,53.5,1.0,1.0,0.4
0504510000000000030614,Apartadó,1.2,0.7,1.0,50.1,1.0,1.0,0.4
0504510000000000010517,Apartadó,0.2,0.6,0.2,29.1,1.0,1.0,0.65
0583710000000000050138,Turbo,5.1,0.9,4.3,127.6,0.85,1.0,0.15
0504510000000000100306,Apartadó,3.4,0.9,2.3,56.8,1.0,1.0,0.4
0504510000000000060817,Apartadó,0.4,0.7,0.5,51.1,1.0,1.0,0.4
0583710000000000020132,Turbo,1.8,0.9,2.4,127.8,1.0,1.0,0.15
0504510000000000070707,Apartadó,2.4,1.3,1.2,54.1,1.0,1.0,0.4
0504510000000000010409,Apartadó,0.6,0.3,1.9,47.3,1.0,1.0,0.4
0504510000000000030519,Apartadó,0.6,0.6,0.4,50.4,1.0,1.0,0.4
0583710000000000040505,Turbo,1.5,0.5,1.8,75.5,1.0,1.0,0.15
0504510000000000030615,Apartadó,1.3,0.9,1.0,49.9,1.0,1.0,0.4
0504510000000000050315,Apartadó,1.2,0.6,0.7,52.9,1.0,1.0,0.4
0583710000000000020803,Turbo,1.5,1.6,2.1,77.7,1.0,1.0,0.15
0504510000000000070310,Apartadó,1.2,0.7,1.2,50.7,1.0,1.0,0.4
0583710000000000020319,Turbo,1.2,0.5,1.9,127.3,1.0,1.0,0.15
0504510000000000080104,Apartadó,1.7,1.2,2.7,48.7,1.0,1.0,0.4
0583710000000000040314,Turbo,0.1,0.1,0.3,74.6,1.0,1.0,0.15
0504510000000000020313,Apartadó,1.6,0.7,1.0,48.3,1.0,1.0,0.4
0504510000000000010130,Apartadó,2.2,1.2,2.6,48.2,1.0,1.0,0.4
0504510000000000030304,Apartadó,0.1,0.8,0.5,51.3,1.0,1.0,0.4
0504510000000000040607,Apartadó,0.4,0.6,0.5,32.5,1.0,1.0,0.4
0583710000000000040530,Turbo,1.5,0.6,1.2,75.8,1.0,1.0,0.15
0504510000000000080304,Apartadó,2.0,0.9,2.3,51.0,1.0,1.0,0.4
0583710000000000050131,Turbo,4.2,0.9,3.4,126.4,1.0,1.0,0.15
0504510000000000020605,Apartadó,0.3,0.4,1.1,46.7,1.0,1.0,0.4
0583710000000000020408,Turbo,0.9,1.1,1.1,125.4,1.0,1.0,0.15
0504510000000000060818,Apartadó,0.5,0.9,0.4,50.9,1.0,1.0,0.4
0504510000000000030201,Apartadó,1.8,0.1,0.7,49.0,1.0,1.0,0.4
0504510000000000010518,Apartadó,0.5,0.8,0.3,29.6,1.0,1.0,0.65
0504510000000000030311,Apartadó,0.3,0.7,0.2,50.8,1.0,1.0,0.4
0504510000000000030317,Apartadó,0.7,1.3,0.6,50.5,1.0,1.0,0.4
0514720011200300010101,Carepa,43.6,0.3,44.2,78.5,0.4,1.0,0.15
0514720010400400010104,Carepa,22.2,8.4,6.3,16.4,0.65,0.85,0.65
0514720010400500010115,Carepa,21.9,10.4,5.1,14.6,0.65,0.85,0.85
0514720010400500010121,Carepa,13.0,6.6,2.8,8.4,0.85,0.85,0.85
0514720010400500010128,Carepa,22.4,11.5,5.3,14.3,0.65,0.85,0.85
0514720010400800010102,Carepa,23.6,7.3,8.4,18.6,0.65,0.85,0.65
0514720010601400010107,Carepa,19.3,19.3,0.8,5.7,0.65,0.65,0.85
0517220100601300010102,Chigorodó,116.4,5.2,53.7,154.4,0.15,0.85,0.15
0583720050403300010104,Turbo,22.8,9.0,50.9,130.4,0.65,0.85,0.15
