cod_manzana,municipio,dist_salud_m,score_salud,dist_educ_m,score_educacion,dist_via_m,score_via,dist_finca_m,en_finca,score_economia
0504520020500200010110,Apartadó,3728.0,0.25,314.0,0.8,2284.0,0.45,752.0,0,0.55
0504520010301100010115,Apartadó,1248.0,0.5,36.0,1.0,733.0,0.7,357.0,0,0.55
0504520010301100010227,Apartadó,1614.0,0.5,412.0,0.8,390.0,0.7,471.0,0,0.55
0504520010101400010108,Apartadó,10978.0,0.05,136.0,1.0,3808.0,0.2,932.0,0,0.55
0505110000000000010139,Arboletes,266.0,0.85,433.0,0.8,85216.0,0.05,87945.0,0,0.15
0505110000000000010531,Arboletes,652.0,0.7,1000.0,0.6,84457.0,0.05,86979.0,0,0.15
0505110000000000010538,Arboletes,627.0,0.7,992.0,0.6,84399.0,0.05,86933.0,0,0.15
0514710000000000020412,Carepa,540.0,0.7,248.0,1.0,638.0,0.7,1650.0,0,0.35
0549020120301300010103,Necoclí,34069.0,0.05,687.0,0.8,37645.0,0.05,36627.0,0,0.15
0565910000000000010103,San Juan de Urabá,242.0,0.85,242.0,1.0,72854.0,0.05,73817.0,0,0.15
0565920010100100010125,San Juan de Urabá,8723.0,0.05,8723.0,0.05,70482.0,0.05,69720.0,0,0.15
0566510000000000010158,San Pedro de Urabá,445.0,0.85,325.0,0.8,30218.0,0.05,39705.0,0,0.15
0566510000000000010201,San Pedro de Urabá,254.0,0.85,172.0,1.0,29544.0,0.05,39021.0,0,0.15
0566510000000000010824,San Pedro de Urabá,509.0,0.7,219.0,1.0,29948.0,0.05,39348.0,0,0.15
0566510000000000010866,San Pedro de Urabá,487.0,0.85,95.0,1.0,29808.0,0.05,39196.0,0,0.15
0566510000000000010907,San Pedro de Urabá,558.0,0.7,145.0,1.0,30017.0,0.05,39550.0,0,0.15
0583720090700100010417,Turbo,675.0,0.7,893.0,0.6,663.0,0.7,249.0,0,0.55
0583720090600300010344,Turbo,6742.0,0.05,943.0,0.6,317.0,0.7,3171.0,0,0.15
0583720080301000010109,Turbo,5998.0,0.05,96.0,1.0,3047.0,0.2,4135.0,0,0.15
0583720020101300010122,Turbo,15694.0,0.05,432.0,0.8,30975.0,0.05,37829.0,0,0.15
0583720050202800010107,Turbo,12620.0,0.05,85.0,1.0,20317.0,0.05,28436.0,0,0.15
0583720030802900010113,Turbo,10114.0,0.05,107.0,1.0,10370.0,0.05,6522.0,0,0.15
0583720090603100010108,Turbo,4437.0,0.25,1083.0,0.6,1039.0,0.45,1224.0,0,0.35
0583720090103900010112,Turbo,4115.0,0.25,1343.0,0.6,4314.0,0.2,1915.0,0,0.35
0583720100700200020108,Turbo,9763.0,0.05,290.0,1.0,136.0,0.9,977.0,0,0.55
0583720100700200020205,Turbo,9708.0,0.05,186.0,1.0,424.0,0.7,918.0,0,0.55
0504520020500200010121,Apartadó,3864.0,0.25,358.0,0.8,2364.0,0.45,576.0,0,0.55
0504520020300900010117,Apartadó,5591.0,0.05,177.0,1.0,278.0,0.9,791.0,0,0.55
0505110000000000011003,Arboletes,51.0,1.0,351.0,0.8,84763.0,0.05,87393.0,0,0.15
0505110000000000011114,Arboletes,753.0,0.7,743.0,0.6,84099.0,0.05,86807.0,0,0.15
0505120030200900010106,Arboletes,15005.0,0.05,14909.0,0.05,58248.0,0.05,60572.0,0,0.15
0505120040101000010106,Arboletes,22282.0,0.05,9348.0,0.05,55175.0,0.05,59899.0,0,0.15
0505120030101100010132,Arboletes,14604.0,0.05,14604.0,0.05,62560.0,0.05,66171.0,0,0.15
0514710000000000010221,Carepa,1215.0,0.5,231.0,1.0,212.0,0.9,736.0,0,0.55
0549010000000000010436,Necoclí,36671.0,0.05,94.0,1.0,36929.0,0.05,33052.0,0,0.15
0549020120100700010110,Necoclí,35080.0,0.05,1450.0,0.6,35352.0,0.05,31437.0,0,0.15
0566510000000000010867,San Pedro de Urabá,431.0,0.85,209.0,1.0,29859.0,0.05,39261.0,0,0.15
0583720100700200010503,Turbo,9960.0,0.05,184.0,1.0,104.0,0.9,1197.0,0,0.35
0583720100400800010114,Turbo,4300.0,0.25,320.0,0.8,428.0,0.7,745.0,0,0.55
0583720090603100010111,Turbo,4378.0,0.25,1072.0,0.6,993.0,0.7,1207.0,0,0.35
0583720050603700010101,Turbo,13357.0,0.05,3713.0,0.15,16456.0,0.05,25618.0,0,0.15
0514710000000000010410,Carepa,974.0,0.7,142.0,1.0,117.0,0.9,795.0,0,0.55
0549020050300500010101,Necoclí,32618.0,0.05,1120.0,0.6,44690.0,0.05,42211.0,0,0.15
0565910000000000010312,San Juan de Urabá,69.0,1.0,69.0,1.0,73124.0,0.05,74177.0,0,0.15
0566510000000000010738,San Pedro de Urabá,598.0,0.7,62.0,1.0,29877.0,0.05,39419.0,0,0.15
0514710000000000010323,Carepa,1190.0,0.5,218.0,1.0,150.0,0.9,700.0,0,0.55
0514710000000000010516,Carepa,804.0,0.7,68.0,1.0,482.0,0.7,1110.0,0,0.35
0514710000000000020214,Carepa,1158.0,0.5,420.0,0.8,1118.0,0.45,1607.0,0,0.35
0514710000000000020426,Carepa,266.0,0.85,387.0,0.8,349.0,0.7,1612.0,0,0.35
0514710000000000020430,Carepa,616.0,0.7,178.0,1.0,713.0,0.7,1654.0,0,0.35
0514710000000000020507,Carepa,257.0,0.85,242.0,1.0,397.0,0.7,1835.0,0,0.35
0514720011001000010101,Carepa,4526.0,0.25,871.0,0.6,384.0,0.7,1790.0,0,0.35
0514720011001000010110,Carepa,4389.0,0.25,753.0,0.6,435.0,0.7,1787.0,0,0.35
0517210000000000010217,Chigorodó,10176.0,0.05,108.0,1.0,1150.0,0.45,1514.0,0,0.35
0517210000000000010514,Chigorodó,9717.0,0.05,39.0,1.0,744.0,0.7,1619.0,0,0.35
0517210000000000010526,Chigorodó,10361.0,0.05,409.0,0.8,824.0,0.7,2220.0,0,0.35
0517210000000000020312,Chigorodó,9861.0,0.05,143.0,1.0,258.0,0.9,2136.0,0,0.35
0517210000000000030207,Chigorodó,9601.0,0.05,145.0,1.0,230.0,0.9,2091.0,0,0.35
0517210000000000050108,Chigorodó,9450.0,0.05,88.0,1.0,237.0,0.9,1728.0,0,0.35
0517210000000000050519,Chigorodó,9769.0,0.05,90.0,1.0,244.0,0.9,1773.0,0,0.35
0517210000000000050704,Chigorodó,9652.0,0.05,404.0,0.8,495.0,0.7,1299.0,0,0.35
0517210000000000060407,Chigorodó,10246.0,0.05,296.0,1.0,554.0,0.7,2327.0,0,0.35
0517210000000000060710,Chigorodó,10622.0,0.05,203.0,1.0,611.0,0.7,2309.0,0,0.35
0517210000000000060739,Chigorodó,10497.0,0.05,176.0,1.0,622.0,0.7,2088.0,0,0.35
0517210000000000060904,Chigorodó,10679.0,0.05,267.0,1.0,728.0,0.7,2500.0,0,0.35
0549020030200400010122,Necoclí,14584.0,0.05,14584.0,0.05,63820.0,0.05,62432.0,0,0.15
0565910000000000010104,San Juan de Urabá,153.0,1.0,153.0,1.0,72789.0,0.05,73768.0,0,0.15
0566510000000000011008,San Pedro de Urabá,1417.0,0.5,965.0,0.6,29670.0,0.05,38947.0,0,0.15
0583720110201800010317,Turbo,13866.0,0.05,3438.0,0.15,11871.0,0.05,12834.0,0,0.15
0583720110201800010331,Turbo,14162.0,0.05,3170.0,0.15,12209.0,0.05,13066.0,0,0.15
0504520020300900010209,Apartadó,5535.0,0.05,382.0,0.8,808.0,0.7,768.0,0,0.55
0504520020300900010212,Apartadó,5521.0,0.05,165.0,1.0,317.0,0.7,830.0,0,0.55
0504520010301100010216,Apartadó,1698.0,0.5,513.0,0.8,314.0,0.7,532.0,0,0.55
0505110000000000010119,Arboletes,153.0,1.0,359.0,0.8,84990.0,0.05,87741.0,0,0.15
0505110000000000010215,Arboletes,97.0,1.0,97.0,1.0,85050.0,0.05,87718.0,0,0.15
0505120020500300010102,Arboletes,22815.0,0.05,14122.0,0.05,61129.0,0.05,66780.0,0,0.15
0514710000000000020510,Carepa,316.0,0.85,234.0,1.0,418.0,0.7,1952.0,0,0.35
0549010000000000010102,Necoclí,37343.0,0.05,292.0,1.0,37597.0,0.05,33737.0,0,0.15
0549010000000000010224,Necoclí,36587.0,0.05,122.0,1.0,36845.0,0.05,32970.0,0,0.15
0549020050300500010208,Necoclí,32874.0,0.05,853.0,0.6,44420.0,0.05,41931.0,0,0.15
0549020050300500010218,Necoclí,32916.0,0.05,823.0,0.6,44450.0,0.05,41923.0,0,0.15
0549020120600600010110,Necoclí,30492.0,0.05,246.0,1.0,30762.0,0.05,26852.0,0,0.15
0565910000000000010206,San Juan de Urabá,205.0,0.85,205.0,1.0,72976.0,0.05,73985.0,0,0.15
0565910000000000010216,San Juan de Urabá,228.0,0.85,228.0,1.0,72916.0,0.05,73894.0,0,0.15
0565910000000000010509,San Juan de Urabá,35.0,1.0,35.0,1.0,73931.0,0.05,75029.0,0,0.15
0565920020300400010103,San Juan de Urabá,13189.0,0.05,13189.0,0.05,59565.0,0.05,60783.0,0,0.15
0565920010200600010104,San Juan de Urabá,5771.0,0.05,5771.0,0.15,69084.0,0.05,69208.0,0,0.15
0566510000000000010662,San Pedro de Urabá,312.0,0.85,215.0,1.0,30034.0,0.05,39502.0,0,0.15
0566510000000000010725,San Pedro de Urabá,498.0,0.85,310.0,0.8,29572.0,0.05,39103.0,0,0.15
0566510000000000010840,San Pedro de Urabá,322.0,0.85,150.0,1.0,29805.0,0.05,39219.0,0,0.15
0583720090700100010115,Turbo,641.0,0.7,962.0,0.6,569.0,0.7,420.0,0,0.55
0583720090700100010139,Turbo,430.0,0.85,769.0,0.6,660.0,0.7,692.0,0,0.55
0583720090700100010141,Turbo,931.0,0.7,1248.0,0.6,282.0,0.9,138.0,0,0.75
0583720090700100020231,Turbo,335.0,0.85,21.0,1.0,153.0,0.9,978.0,0,0.55
0583720100700200020512,Turbo,9202.0,0.05,641.0,0.8,214.0,0.9,570.0,0,0.55
0583720090600300010105,Turbo,7693.0,0.05,76.0,1.0,18.0,1.0,3355.0,0,0.15
0583720090600300010312,Turbo,7730.0,0.05,70.0,1.0,197.0,0.9,3761.0,0,0.15
0504520030101500010112,Apartadó,4942.0,0.25,554.0,0.8,470.0,0.7,1638.0,0,0.35
0504520020300900010226,Apartadó,5605.0,0.05,72.0,1.0,383.0,0.7,729.0,0,0.55
0505110000000000011016,Arboletes,325.0,0.85,495.0,0.8,84440.0,0.05,87091.0,0,0.15
0505120030101100010135,Arboletes,14599.0,0.05,14599.0,0.05,62499.0,0.05,66098.0,0,0.15
0505120030101100010136,Arboletes,14644.0,0.05,14644.0,0.05,62499.0,0.05,66111.0,0,0.15
0514710000000000020105,Carepa,1053.0,0.5,333.0,0.8,938.0,0.7,1424.0,0,0.35
0549010000000000010811,Necoclí,38273.0,0.05,536.0,0.8,38533.0,0.05,34649.0,0,0.15
0565920010300300010127,San Juan de Urabá,5410.0,0.05,5410.0,0.15,71433.0,0.05,71347.0,0,0.15
0566510000000000030103,San Pedro de Urabá,622.0,0.7,520.0,0.8,28925.0,0.05,38338.0,0,0.15
0566520040200800010101,San Pedro de Urabá,20093.0,0.05,1557.0,0.35,45796.0,0.05,53694.0,0,0.15
0583720100400800010111,Turbo,4235.0,0.25,394.0,0.8,529.0,0.7,640.0,0,0.55
0514710000000000010132,Carepa,1159.0,0.5,516.0,0.8,388.0,0.7,1092.0,0,0.35
0514710000000000010621,Carepa,1285.0,0.5,401.0,0.8,539.0,0.7,715.0,0,0.55
0514710000000000010726,Carepa,542.0,0.7,258.0,1.0,444.0,0.7,1359.0,0,0.35
0514710000000000020909,Carepa,1413.0,0.5,653.0,0.8,1537.0,0.45,2159.0,0,0.35
0514710000000000030101,Carepa,655.0,0.7,134.0,1.0,135.0,0.9,1265.0,0,0.35
0514710000000000030639,Carepa,660.0,0.7,415.0,0.8,691.0,0.7,2318.0,0,0.35
0517210000000000010121,Chigorodó,9520.0,0.05,312.0,0.8,1034.0,0.45,1237.0,0,0.35
0517210000000000010213,Chigorodó,10311.0,0.05,257.0,1.0,1139.0,0.45,1727.0,0,0.35
0517210000000000010601,Chigorodó,9658.0,0.05,77.0,1.0,551.0,0.7,1810.0,0,0.35
0517210000000000020407,Chigorodó,10375.0,0.05,441.0,0.8,734.0,0.7,2431.0,0,0.35
0517210000000000020436,Chigorodó,10722.0,0.05,577.0,0.8,1099.0,0.45,2455.0,0,0.35
0517210000000000030114,Chigorodó,9579.0,0.05,136.0,1.0,362.0,0.7,1988.0,0,0.35
0517210000000000040106,Chigorodó,9074.0,0.05,379.0,0.8,179.0,0.9,1682.0,0,0.35
0517210000000000050415,Chigorodó,9738.0,0.05,189.0,1.0,276.0,0.9,1525.0,0,0.35
0517210000000000050505,Chigorodó,9690.0,0.05,93.0,1.0,375.0,0.7,1603.0,0,0.35
0517210000000000050607,Chigorodó,9741.0,0.05,67.0,1.0,165.0,0.9,1800.0,0,0.35
0517210000000000060211,Chigorodó,10233.0,0.05,160.0,1.0,223.0,0.9,1952.0,0,0.35
0517210000000000060512,Chigorodó,10462.0,0.05,90.0,1.0,620.0,0.7,2372.0,0,0.35
0517210000000000060711,Chigorodó,10637.0,0.05,264.0,1.0,624.0,0.7,2353.0,0,0.35
0517210000000000060719,Chigorodó,10390.0,0.05,198.0,1.0,529.0,0.7,1989.0,0,0.35
0517210000000000060722,Chigorodó,10610.0,0.05,120.0,1.0,662.0,0.7,2224.0,0,0.35
0549020030200400010109,Necoclí,14620.0,0.05,14620.0,0.05,64355.0,0.05,62862.0,0,0.15
0565910000000000010139,San Juan de Urabá,673.0,0.7,673.0,0.8,72871.0,0.05,73739.0,0,0.15
0583720110201800010104,Turbo,13954.0,0.05,3346.0,0.15,11648.0,0.05,12988.0,0,0.15
0583720110201800010203,Turbo,14374.0,0.05,2924.0,0.35,11947.0,0.05,13364.0,0,0.15
0583720110201800010307,Turbo,14266.0,0.05,3039.0,0.15,12044.0,0.05,13221.0,0,0.15
0505110000000000010328,Arboletes,474.0,0.85,464.0,0.8,84379.0,0.05,87087.0,0,0.15
0505110000000000010517,Arboletes,390.0,0.85,756.0,0.6,84543.0,0.05,87109.0,0,0.15
0505110000000000011117,Arboletes,780.0,0.7,769.0,0.6,84079.0,0.05,86805.0,0,0.15
0514710000000000020612,Carepa,547.0,0.7,145.0,1.0,694.0,0.7,1842.0,0,0.35
0549010000000000010204,Necoclí,36800.0,0.05,29.0,1.0,37055.0,0.05,33191.0,0,0.15
0565920010300300010106,San Juan de Urabá,5745.0,0.05,5745.0,0.15,71295.0,0.05,71144.0,0,0.15
0566510000000000030102,San Pedro de Urabá,527.0,0.7,438.0,0.8,29000.0,0.05,38423.0,0,0.15
0583720090700100020303,Turbo,849.0,0.7,716.0,0.6,383.0,0.7,1195.0,0,0.35
0583720090600300010106,Turbo,7487.0,0.05,135.0,1.0,153.0,0.9,3201.0,0,0.15
0505120020500300010103,Arboletes,22847.0,0.05,14207.0,0.05,61216.0,0.05,66881.0,0,0.15
0504520020300900010205,Apartadó,5599.0,0.05,415.0,0.8,857.0,0.7,718.0,0,0.55
0504520020300900010315,Apartadó,5452.0,0.05,672.0,0.8,221.0,0.9,1214.0,0,0.35
0505110000000000010814,Arboletes,48.0,1.0,632.0,0.8,84983.0,0.05,87785.0,0,0.15
0505110000000000011002,Arboletes,127.0,1.0,290.0,1.0,84865.0,0.05,87485.0,0,0.15
0505110000000000011014,Arboletes,332.0,0.85,411.0,0.8,84485.0,0.05,87150.0,0,0.15
0549010000000000010409,Necoclí,36868.0,0.05,175.0,1.0,37126.0,0.05,33253.0,0,0.15
0549010000000000010717,Necoclí,37945.0,0.05,77.0,1.0,38204.0,0.05,34325.0,0,0.15
0549020120300300010112,Necoclí,32660.0,0.05,623.0,0.8,34619.0,0.05,33595.0,0,0.15
0549020120100700010117,Necoclí,35095.0,0.05,1378.0,0.6,35368.0,0.05,31452.0,0,0.15
0549020090200800010113,Necoclí,24242.0,0.05,7482.0,0.05,48735.0,0.05,49680.0,0,0.15
0549020040400900010120,Necoclí,28871.0,0.05,5558.0,0.15,49150.0,0.05,46630.0,0,0.15
0549020120301400010109,Necoclí,34741.0,0.05,371.0,0.8,35957.0,0.05,34098.0,0,0.15
0565920010100100010110,San Juan de Urabá,8667.0,0.05,8667.0,0.05,70468.0,0.05,69720.0,0,0.15
0565920010300300010122,San Juan de Urabá,5702.0,0.05,5702.0,0.15,71351.0,0.05,71205.0,0,0.15
0565920010300300010129,San Juan de Urabá,5690.0,0.05,5690.0,0.15,71069.0,0.05,70948.0,0,0.15
0566510000000000010659,San Pedro de Urabá,443.0,0.85,288.0,1.0,30148.0,0.05,39608.0,0,0.15
0566510000000000010723,San Pedro de Urabá,359.0,0.85,193.0,1.0,29779.0,0.05,39300.0,0,0.15
0566510000000000010859,San Pedro de Urabá,344.0,0.85,240.0,1.0,29738.0,0.05,39140.0,0,0.15
0583720090700100010102,Turbo,823.0,0.7,1144.0,0.6,387.0,0.7,249.0,0,0.55
0583720090700100020115,Turbo,469.0,0.85,185.0,1.0,53.0,1.0,850.0,0,0.55
0583720100700200020420,Turbo,9290.0,0.05,498.0,0.8,29.0,1.0,561.0,0,0.55
0583720080301000010116,Turbo,5823.0,0.05,371.0,0.8,2775.0,0.45,3844.0,0,0.15
0583720090302300010103,Turbo,2040.0,0.25,178.0,1.0,900.0,0.7,3319.0,0,0.15
0583720090603100010110,Turbo,4400.0,0.25,1055.0,0.6,993.0,0.7,1230.0,0,0.35
0514710000000000010525,Carepa,1316.0,0.5,475.0,0.8,439.0,0.7,549.0,0,0.55
0514710000000000010613,Carepa,973.0,0.7,116.0,1.0,555.0,0.7,1031.0,0,0.35
0514710000000000020238,Carepa,1707.0,0.5,838.0,0.6,1777.0,0.45,2203.0,0,0.35
0514710000000000020302,Carepa,684.0,0.7,207.0,1.0,823.0,0.7,1865.0,0,0.35
0514710000000000030203,Carepa,473.0,0.85,190.0,1.0,40.0,1.0,1447.0,0,0.35
0514710000000000030526,Carepa,450.0,0.85,722.0,0.6,255.0,0.9,1997.0,0,0.35
0514710000000000030546,Carepa,488.0,0.85,787.0,0.6,318.0,0.7,2171.0,0,0.35
0514710000000000030547,Carepa,472.0,0.85,750.0,0.6,314.0,0.7,2172.0,0,0.35
0514720011001000010107,Carepa,4484.0,0.25,838.0,0.6,413.0,0.7,1805.0,0,0.35
0517210000000000010322,Chigorodó,10171.0,0.05,120.0,1.0,1017.0,0.45,1702.0,0,0.35
0517210000000000020106,Chigorodó,10136.0,0.05,314.0,0.8,622.0,0.7,2201.0,0,0.35
0517210000000000030214,Chigorodó,9656.0,0.05,94.0,1.0,237.0,0.9,2027.0,0,0.35
0517210000000000050327,Chigorodó,9618.0,0.05,589.0,0.8,687.0,0.7,1190.0,0,0.35
0517210000000000050428,Chigorodó,9844.0,0.05,219.0,1.0,170.0,0.9,1629.0,0,0.35
0517210000000000060121,Chigorodó,10129.0,0.05,141.0,1.0,401.0,0.7,2068.0,0,0.35
0517210000000000060607,Chigorodó,10413.0,0.05,25.0,1.0,403.0,0.7,2114.0,0,0.35
0517210000000000060720,Chigorodó,10409.0,0.05,147.0,1.0,510.0,0.7,2021.0,0,0.35
0517210000000000061014,Chigorodó,10831.0,0.05,319.0,0.8,843.0,0.7,2460.0,0,0.35
0549020090501500010103,Necoclí,28510.0,0.05,395.0,0.8,38761.0,0.05,40961.0,0,0.15
0565910000000000010217,San Juan de Urabá,263.0,0.85,263.0,1.0,73155.0,0.05,74139.0,0,0.15
0565910000000000010407,San Juan de Urabá,260.0,0.85,260.0,1.0,73353.0,0.05,74404.0,0,0.15
0566510000000000020109,San Pedro de Urabá,165.0,1.0,162.0,1.0,29609.0,0.05,39097.0,0,0.15
0504520020500200010113,Apartadó,3731.0,0.25,340.0,0.8,2300.0,0.45,765.0,0,0.55
0504520020500200010309,Apartadó,3437.0,0.25,92.0,1.0,1933.0,0.45,974.0,0,0.55
0504520020300900010119,Apartadó,5556.0,0.05,349.0,0.8,106.0,0.9,919.0,0,0.55
0505110000000000010918,Arboletes,222.0,0.85,881.0,0.6,85158.0,0.05,87995.0,0,0.15
0505110000000000011103,Arboletes,605.0,0.7,594.0,0.8,84252.0,0.05,86969.0,0,0.15
0505110000000000011111,Arboletes,673.0,0.7,663.0,0.8,84179.0,0.05,86889.0,0,0.15
0505120040101000010101,Arboletes,22216.0,0.05,9430.0,0.05,55264.0,0.05,59984.0,0,0.15
0505120040101000010122,Arboletes,22095.0,0.05,9361.0,0.05,54860.0,0.05,59439.0,0,0.15
0505120030101100010125,Arboletes,14408.0,0.05,14408.0,0.05,63327.0,0.05,66998.0,0,0.15
0549010000000000010210,Necoclí,36704.0,0.05,230.0,1.0,36960.0,0.05,33091.0,0,0.15
0549010000000000010804,Necoclí,38393.0,0.05,570.0,0.8,38653.0,0.05,34770.0,0,0.15
0549020030300200010110,Necoclí,25386.0,0.05,15238.0,0.05,59949.0,0.05,56252.0,0,0.15
0549020120600600010114,Necoclí,30575.0,0.05,35.0,1.0,30843.0,0.05,26937.0,0,0.15
0566510000000000010355,San Pedro de Urabá,747.0,0.7,98.0,1.0,28892.0,0.05,38368.0,0,0.15
0566510000000000020113,San Pedro de Urabá,559.0,0.7,585.0,0.8,29307.0,0.05,38825.0,0,0.15
0583720090700100010612,Turbo,690.0,0.7,593.0,0.8,316.0,0.7,596.0,0,0.55
0583720090700100020421,Turbo,981.0,0.7,719.0,0.6,152.0,0.9,840.0,0,0.55
0583720100700200010306,Turbo,10106.0,0.05,246.0,1.0,67.0,1.0,1266.0,0,0.35
0583720100700200010403,Turbo,9919.0,0.05,36.0,1.0,237.0,0.9,1015.0,0,0.35
0583720100400800010108,Turbo,4316.0,0.25,364.0,0.8,478.0,0.7,716.0,0,0.55
0583720100400800010206,Turbo,4638.0,0.25,159.0,1.0,225.0,0.9,404.0,0,0.55
0583720090302500010101,Turbo,2627.0,0.25,626.0,0.8,2647.0,0.45,2688.0,0,0.35
0504520050300100010102,Apartadó,5596.0,0.05,126.0,1.0,5416.0,0.2,4934.0,0,0.15
0504520020500200010123,Apartadó,3840.0,0.25,348.0,0.8,2353.0,0.45,609.0,0,0.55
0505110000000000010412,Arboletes,174.0,1.0,191.0,1.0,85016.0,0.05,87636.0,0,0.15
0505120060600500010106,Arboletes,28806.0,0.05,5010.0,0.15,54714.0,0.05,62388.0,0,0.15
0514710000000000010122,Carepa,560.0,0.7,53.0,1.0,120.0,0.9,1229.0,0,0.35
0565920010100500010112,San Juan de Urabá,8370.0,0.05,8370.0,0.05,67637.0,0.05,67309.0,0,0.15
0565920010200600010105,San Juan de Urabá,5832.0,0.05,5832.0,0.15,69093.0,0.05,69199.0,0,0.15
0549010000000000010110,Necoclí,36987.0,0.05,113.0,1.0,37242.0,0.05,33379.0,0,0.15
0549010000000000010131,Necoclí,36694.0,0.05,230.0,1.0,36948.0,0.05,33088.0,0,0.15
0549010000000000010907,Necoclí,38433.0,0.05,819.0,0.6,38695.0,0.05,34807.0,0,0.15
0549020120600100010232,Necoclí,25565.0,0.05,731.0,0.6,25837.0,0.05,21922.0,0,0.15
0549020030300200010130,Necoclí,25120.0,0.05,15694.0,0.05,60402.0,0.05,56709.0,0,0.15
0549020090200800010104,Necoclí,24149.0,0.05,7276.0,0.05,48770.0,0.05,49827.0,0,0.15
0549020090501500010119,Necoclí,28612.0,0.05,73.0,1.0,38509.0,0.05,40593.0,0,0.15
0565920010100100010118,San Juan de Urabá,8828.0,0.05,8828.0,0.05,70212.0,0.05,69447.0,0,0.15
0566510000000000010549,San Pedro de Urabá,431.0,0.85,73.0,1.0,29943.0,0.05,39365.0,0,0.15
0566510000000000010658,San Pedro de Urabá,399.0,0.85,233.0,1.0,30092.0,0.05,39552.0,0,0.15
0583720090700100010202,Turbo,800.0,0.7,1108.0,0.6,429.0,0.7,258.0,0,0.55
0583720090700100010221,Turbo,514.0,0.7,834.0,0.6,674.0,0.7,545.0,0,0.55
0583720090700100010305,Turbo,530.0,0.7,825.0,0.6,639.0,0.7,518.0,0,0.55
0583720100700200020216,Turbo,9638.0,0.05,222.0,1.0,305.0,0.7,912.0,0,0.55
0583720100700200020319,Turbo,9442.0,0.05,386.0,0.8,195.0,0.9,732.0,0,0.55
0583720100700200020321,Turbo,9446.0,0.05,430.0,0.8,252.0,0.9,769.0,0,0.55
0583720100700200020404,Turbo,9617.0,0.05,179.0,1.0,220.0,0.9,869.0,0,0.55
0583720100700200020514,Turbo,9291.0,0.05,522.0,0.8,109.0,0.9,595.0,0,0.55
0583720050200500010102,Turbo,9566.0,0.05,87.0,1.0,20030.0,0.05,29381.0,0,0.15
0583720080301000010115,Turbo,5915.0,0.05,342.0,0.8,2796.0,0.45,3890.0,0,0.15
0583720030802900010102,Turbo,10441.0,0.05,229.0,1.0,10698.0,0.05,6845.0,0,0.15
0514710000000000010614,Carepa,988.0,0.7,169.0,1.0,615.0,0.7,1076.0,0,0.35
0514710000000000020609,Carepa,414.0,0.85,173.0,1.0,556.0,0.7,1775.0,0,0.35
0514710000000000020904,Carepa,1346.0,0.5,569.0,0.8,1459.0,0.45,2041.0,0,0.35
0514710000000000030109,Carepa,513.0,0.7,43.0,1.0,133.0,0.9,1314.0,0,0.35
0514710000000000030436,Carepa,251.0,0.85,541.0,0.8,96.0,1.0,1814.0,0,0.35
0514710000000000030548,Carepa,479.0,0.85,719.0,0.6,337.0,0.7,2196.0,0,0.35
0514710000000000030549,Carepa,470.0,0.85,685.0,0.8,343.0,0.7,2198.0,0,0.35
0514720011001000010104,Carepa,4530.0,0.25,911.0,0.6,530.0,0.7,1923.0,0,0.35
0514720011001000010130,Carepa,4302.0,0.25,669.0,0.8,444.0,0.7,1748.0,0,0.35
0517210000000000010114,Chigorodó,9457.0,0.05,279.0,1.0,725.0,0.7,1552.0,0,0.35
0517210000000000020422,Chigorodó,10615.0,0.05,275.0,1.0,928.0,0.7,2669.0,0,0.35
0517210000000000050203,Chigorodó,9486.0,0.05,60.0,1.0,218.0,0.9,1667.0,0,0.35
0517210000000000050322,Chigorodó,9556.0,0.05,208.0,1.0,481.0,0.7,1302.0,0,0.35
0517210000000000050608,Chigorodó,9716.0,0.05,101.0,1.0,102.0,0.9,1821.0,0,0.35
0517210000000000050807,Chigorodó,9970.0,0.05,141.0,1.0,125.0,0.9,1681.0,0,0.35
0517210000000000060404,Chigorodó,10229.0,0.05,237.0,1.0,536.0,0.7,2267.0,0,0.35
0517210000000000060706,Chigorodó,10531.0,0.05,66.0,1.0,541.0,0.7,2187.0,0,0.35
0517210000000000060819,Chigorodó,10678.0,0.05,162.0,1.0,825.0,0.7,2589.0,0,0.35
0565910000000000010310,San Juan de Urabá,18.0,1.0,18.0,1.0,73087.0,0.05,74127.0,0,0.15
0565910000000000010605,San Juan de Urabá,722.0,0.7,722.0,0.6,72693.0,0.05,73868.0,0,0.15
0583720110201800010309,Turbo,14127.0,0.05,3177.0,0.15,11972.0,0.05,13089.0,0,0.15
0504520010301100010234,Apartadó,1726.0,0.5,647.0,0.8,109.0,0.9,337.0,0,0.55
0505110000000000010326,Arboletes,496.0,0.85,485.0,0.8,84366.0,0.05,87086.0,0,0.15
0514710000000000030410,Carepa,174.0,1.0,466.0,0.8,99.0,1.0,1730.0,0,0.35
0549020030300200010119,Necoclí,25438.0,0.05,15165.0,0.05,59877.0,0.05,56179.0,0,0.15
0549020030300200010211,Necoclí,25120.0,0.05,15287.0,0.05,59980.0,0.05,56315.0,0,0.15
0549020120100700010115,Necoclí,35366.0,0.05,1761.0,0.35,35637.0,0.05,31724.0,0,0.15
0566510000000000030112,San Pedro de Urabá,585.0,0.7,326.0,0.8,28931.0,0.05,38365.0,0,0.15
0583720090700100020348,Turbo,1056.0,0.5,935.0,0.6,543.0,0.7,1331.0,0,0.35
